id,department,ageAtHire,hireYear,tenure,reason,gender,gradeAtHire,current
GCR1332,Operational,37,2007,5,resigned,M,2,FALSE
GCR1333,Operational,36,2002,0,terminated,F,2,FALSE
GCR1334,Administrative,28,1991,1,resigned,M,2,FALSE
GCR1335,Operational,55,1986,6,retired,M,4,FALSE
GCR1336,Operational,41,2014,1,resigned,M,2,FALSE
GCR1337,Operational,30,2003,1,resigned,M,2,FALSE
GCR1338,Operational,41,1992,1,resigned,F,2,FALSE
GCR1339,Administrative,46,1985,5,resigned,F,1,FALSE
GCR1340,Administrative,30,2002,1,resigned,F,2,FALSE
GCR1341,Operational,34,2015,2,resigned,M,2,FALSE
GCR1342,Operational,18,1985,0,resigned,M,1,FALSE
GCR1343,Administrative,46,2000,0,resigned,F,3,FALSE
GCR1344,Operational,27,1994,19,terminated,M,1,FALSE
GCR1345,Administrative,21,1992,0,resigned,F,2,FALSE
GCR1346,Operational,26,1998,3,resigned,M,1,FALSE
GCR1347,Operational,20,2016,2,NA,M,1,TRUE
GCR1348,Operational,39,1988,26,retired,M,1,FALSE
GCR1349,Operational,29,1996,9,resigned,M,1,FALSE
GCR1350,Operational,47,2017,1,NA,M,2,TRUE
GCR1351,Administrative,41,1995,1,resigned,M,1,FALSE
GCR1352,Operational,19,2009,4,resigned,M,2,FALSE
GCR1353,Administrative,27,2011,7,NA,F,2,TRUE
GCR1354,Operational,41,1984,1,resigned,M,1,FALSE
GCR1355,Operational,37,2000,18,NA,F,1,TRUE
GCR1356,Operational,45,2000,4,resigned,M,1,FALSE
GCR1357,Operational,40,2016,2,NA,F,3,TRUE
GCR1358,Operational,44,2015,2,resigned,M,1,FALSE
GCR1359,Operational,54,2015,1,resigned,M,1,FALSE
GCR1360,Operational,24,2008,8,resigned,M,2,FALSE
GCR1361,Administrative,34,1983,0,resigned,F,1,FALSE
GCR1362,Operational,36,1985,2,resigned,F,4,FALSE
GCR1363,Administrative,23,2001,1,resigned,F,1,FALSE
GCR1364,Operational,48,2014,4,NA,M,2,TRUE
GCR1365,Operational,18,1992,16,resigned,M,1,FALSE
GCR1366,Operational,51,2008,2,resigned,M,3,FALSE
GCR1367,Operational,44,1999,19,NA,M,2,TRUE
GCR1368,Operational,40,2014,4,NA,F,1,TRUE
GCR1369,Administrative,30,1995,1,resigned,F,2,FALSE
GCR1370,Operational,27,2000,18,NA,M,2,TRUE
GCR1371,Administrative,18,1998,4,terminated,F,1,FALSE
GCR1372,Administrative,23,1989,17,resigned,F,1,FALSE
GCR1373,Operational,39,2004,11,resigned,M,3,FALSE
GCR1374,Operational,30,1988,1,resigned,M,3,FALSE
GCR1375,Operational,35,2017,1,NA,M,3,TRUE
GCR1376,Administrative,29,1986,21,resigned,M,2,FALSE
GCR1377,Administrative,44,2013,3,resigned,F,3,FALSE
GCR1378,Administrative,54,1984,13,retired,F,2,FALSE
GCR1379,Operational,38,1984,16,resigned,M,2,FALSE
GCR1380,Operational,54,1983,15,retired,M,3,FALSE
GCR1381,Administrative,18,2004,3,resigned,F,2,FALSE
GCR1382,Operational,55,2007,1,resigned,M,1,FALSE
GCR1383,Administrative,32,1985,10,resigned,M,2,FALSE
GCR1384,Operational,21,2000,18,NA,F,2,TRUE
GCR1385,Administrative,55,1986,0,resigned,F,4,FALSE
GCR1386,Administrative,32,1995,1,terminated,F,2,FALSE
GCR1387,Administrative,34,2017,1,NA,F,1,TRUE
GCR1388,Administrative,20,2010,2,resigned,F,1,FALSE
GCR1389,Operational,30,2000,0,resigned,M,2,FALSE
GCR1390,Operational,39,1998,20,NA,M,1,TRUE
GCR1391,Operational,58,1994,24,NA,F,1,TRUE
GCR1392,Operational,43,2012,6,NA,M,1,TRUE
GCR1393,Administrative,28,2007,11,NA,M,2,TRUE
GCR1394,Operational,34,1985,1,resigned,M,2,FALSE
GCR1395,Administrative,31,1997,2,resigned,M,1,FALSE
GCR1396,Administrative,45,1992,26,retired,M,2,FALSE
GCR1397,Administrative,19,2008,8,resigned,F,1,FALSE
GCR1398,Operational,34,2013,1,resigned,M,3,FALSE
GCR1399,Administrative,55,2013,5,NA,M,4,TRUE
GCR1400,Operational,19,2002,10,terminated,F,2,FALSE
GCR1401,Administrative,33,1983,2,resigned,F,2,FALSE
GCR1402,Administrative,40,2013,2,resigned,M,4,FALSE
GCR1403,Operational,25,1981,0,resigned,M,2,FALSE
GCR1404,Administrative,33,2016,2,resigned,M,2,FALSE
GCR1405,Administrative,43,2017,0,resigned,F,3,FALSE
GCR1406,Administrative,18,1983,8,resigned,M,1,FALSE
GCR1407,Operational,47,2014,4,NA,F,3,TRUE
GCR1408,Operational,26,1996,13,resigned,M,2,FALSE
GCR1409,Administrative,28,1994,1,resigned,F,2,FALSE
GCR1410,Operational,31,1982,36,NA,F,3,TRUE
GCR1411,Administrative,43,2009,9,NA,F,1,TRUE
GCR1412,Administrative,34,2009,5,resigned,F,3,FALSE
GCR1413,Operational,47,2002,0,resigned,F,3,FALSE
GCR1414,Administrative,33,2009,8,terminated,F,1,FALSE
GCR1415,Administrative,23,2001,1,resigned,F,1,FALSE
GCR1416,Administrative,41,2010,8,NA,F,1,TRUE
GCR1417,Administrative,43,1982,11,resigned,F,2,FALSE
GCR1418,Operational,27,1992,5,resigned,M,1,FALSE
GCR1419,Operational,30,1981,0,resigned,F,2,FALSE
GCR1420,Administrative,49,2005,0,terminated,M,2,FALSE
GCR1421,Administrative,27,2018,0,NA,M,1,TRUE
GCR1422,Administrative,40,2015,0,resigned,M,4,FALSE
GCR1423,Administrative,47,1986,7,resigned,F,3,FALSE
GCR1424,Administrative,40,1982,4,resigned,M,3,FALSE
GCR1425,Operational,30,2009,0,resigned,F,2,FALSE
GCR1426,Administrative,19,2002,0,resigned,F,1,FALSE
GCR1427,Operational,47,1987,15,retired,M,2,FALSE
GCR1428,Administrative,40,1985,0,resigned,F,2,FALSE
GCR1429,Administrative,28,2010,2,resigned,F,1,FALSE
GCR1430,Administrative,42,2017,1,NA,F,1,TRUE
GCR1431,Operational,44,1988,30,NA,M,4,TRUE
GCR1432,Operational,54,1994,2,resigned,M,4,FALSE
GCR1433,Operational,40,2003,12,resigned,M,1,FALSE
GCR1434,Administrative,47,2014,0,terminated,F,2,FALSE
GCR1435,Operational,26,1981,4,resigned,M,3,FALSE
GCR1436,Operational,34,2001,14,resigned,F,2,FALSE
GCR1437,Operational,38,2007,0,resigned,M,1,FALSE
GCR1438,Administrative,31,1987,5,terminated,F,2,FALSE
GCR1439,Operational,36,1989,29,NA,M,3,TRUE
GCR1440,Operational,50,2011,6,resigned,M,2,FALSE
GCR1441,Administrative,23,1981,0,resigned,F,1,FALSE
GCR1442,Administrative,20,1985,21,resigned,M,1,FALSE
GCR1443,Operational,38,1990,1,resigned,M,1,FALSE
GCR1444,Administrative,35,2003,0,resigned,M,3,FALSE
GCR1445,Operational,56,2017,1,NA,M,3,TRUE
GCR1446,Administrative,37,2007,0,resigned,F,3,FALSE
GCR1447,Operational,29,1986,0,resigned,M,2,FALSE
GCR1448,Administrative,25,2002,6,resigned,F,2,FALSE
GCR1449,Operational,56,1985,0,terminated,M,2,FALSE
GCR1450,Operational,33,1983,7,resigned,F,1,FALSE
GCR1451,Operational,18,2001,4,resigned,M,1,FALSE
GCR1452,Administrative,32,1992,8,resigned,F,1,FALSE
GCR1453,Operational,32,2002,9,resigned,M,4,FALSE
GCR1454,Operational,36,1984,5,resigned,F,2,FALSE
GCR1455,Administrative,27,2000,3,resigned,M,2,FALSE
GCR1456,Administrative,38,2016,2,NA,F,1,TRUE
GCR1457,Operational,28,1983,5,resigned,M,2,FALSE
GCR1458,Administrative,30,1984,0,resigned,F,2,FALSE
GCR1459,Operational,44,2014,4,NA,M,3,TRUE
GCR1460,Administrative,41,2016,2,NA,F,2,TRUE
GCR1461,Operational,22,1986,32,NA,M,2,TRUE
GCR1462,Administrative,31,2011,7,NA,F,2,TRUE
GCR1463,Operational,50,1986,1,resigned,M,3,FALSE
GCR1464,Administrative,29,1997,5,resigned,F,3,FALSE
GCR1465,Administrative,24,1996,0,resigned,M,1,FALSE
GCR1466,Administrative,34,2004,10,resigned,F,2,FALSE
GCR1467,Administrative,37,2000,10,resigned,M,1,FALSE
GCR1468,Operational,23,1988,2,terminated,F,1,FALSE
GCR1469,Operational,41,1994,0,resigned,F,1,FALSE
GCR1470,Operational,23,1988,15,resigned,F,2,FALSE
GCR1471,Operational,42,2003,9,terminated,M,3,FALSE
GCR1472,Operational,46,1985,3,terminated,M,3,FALSE
GCR1473,Administrative,38,2007,1,resigned,M,1,FALSE
GCR1474,Operational,58,1982,17,retired,M,4,FALSE
GCR1475,Operational,39,1998,20,NA,M,4,TRUE
GCR1476,Operational,30,1993,9,resigned,F,2,FALSE
GCR1477,Operational,20,2016,2,NA,M,1,TRUE
GCR1478,Operational,33,1998,2,resigned,M,2,FALSE
GCR1479,Administrative,36,1999,1,resigned,F,3,FALSE
GCR1480,Administrative,25,1999,2,resigned,F,2,FALSE
GCR1481,Operational,45,1988,0,resigned,M,2,FALSE
GCR1482,Administrative,32,1989,0,resigned,F,2,FALSE
GCR1483,Administrative,55,1993,25,NA,M,1,TRUE
GCR1484,Administrative,27,1998,12,resigned,F,1,FALSE
GCR1485,Administrative,55,2016,2,resigned,F,4,FALSE
GCR1486,Operational,53,1996,13,retired,M,2,FALSE
GCR1487,Operational,35,2016,2,NA,F,3,TRUE
GCR1488,Administrative,31,1982,1,resigned,F,2,FALSE
GCR1489,Operational,26,2003,3,resigned,M,1,FALSE
GCR1490,Operational,18,1989,10,resigned,F,1,FALSE
GCR1491,Administrative,45,1980,0,resigned,F,3,FALSE
GCR1492,Administrative,49,2003,7,resigned,F,1,FALSE
GCR1493,Operational,36,2009,0,terminated,F,2,FALSE
GCR1494,Administrative,52,1994,1,resigned,F,2,FALSE
GCR1495,Operational,49,1982,0,resigned,M,4,FALSE
GCR1496,Operational,44,1993,12,resigned,M,2,FALSE
GCR1497,Operational,50,1993,14,retired,M,4,FALSE
GCR1498,Operational,37,1995,23,NA,M,2,TRUE
GCR1499,Operational,28,1996,2,resigned,M,3,FALSE
GCR1500,Administrative,40,2018,0,NA,F,2,TRUE
GCR1501,Administrative,23,2003,0,resigned,M,1,FALSE
GCR1502,Administrative,34,1996,2,resigned,F,1,FALSE
GCR1503,Administrative,49,1992,1,resigned,F,3,FALSE
GCR1504,Operational,31,1999,0,resigned,M,1,FALSE
GCR1505,Operational,54,1989,5,resigned,M,1,FALSE
GCR1506,Administrative,35,1997,6,resigned,F,1,FALSE
GCR1507,Administrative,21,2015,2,terminated,M,1,FALSE
GCR1508,Administrative,34,1986,7,resigned,F,3,FALSE
GCR1509,Administrative,50,1997,12,retired,F,3,FALSE
GCR1510,Administrative,36,1982,0,resigned,F,2,FALSE
GCR1511,Administrative,49,2014,4,NA,M,1,TRUE
GCR1512,Operational,50,2010,5,resigned,M,1,FALSE
GCR1513,Administrative,42,1990,2,resigned,F,1,FALSE
GCR1514,Administrative,28,2014,3,resigned,M,1,FALSE
GCR1515,Administrative,56,2009,7,retired,F,2,FALSE
GCR1516,Administrative,41,2005,3,resigned,M,2,FALSE
GCR1517,Operational,50,1989,17,retired,M,4,FALSE
GCR1518,Administrative,28,2012,0,resigned,F,1,FALSE
GCR1519,Operational,27,1985,0,resigned,M,2,FALSE
GCR1520,Operational,41,1983,0,resigned,F,1,FALSE
GCR1521,Administrative,24,2013,5,NA,F,1,TRUE
GCR1522,Operational,32,1997,0,resigned,F,3,FALSE
GCR1523,Operational,36,1980,0,terminated,M,2,FALSE
GCR1524,Operational,45,2011,7,NA,M,2,TRUE
GCR1525,Operational,41,1991,27,NA,M,2,TRUE
GCR1526,Operational,40,2007,11,NA,M,3,TRUE
GCR1527,Operational,38,1981,20,resigned,M,2,FALSE
GCR1528,Administrative,43,1998,5,resigned,M,3,FALSE
GCR1529,Administrative,37,1982,7,resigned,M,2,FALSE
GCR1530,Operational,42,2012,2,resigned,M,3,FALSE
GCR1531,Operational,35,2005,0,resigned,M,2,FALSE
GCR1532,Operational,44,1996,8,resigned,F,4,FALSE
GCR1533,Administrative,43,1997,8,resigned,M,4,FALSE
GCR1534,Administrative,51,1998,0,resigned,M,1,FALSE
GCR1535,Operational,19,2018,0,NA,M,1,TRUE
GCR1536,Operational,28,2004,1,resigned,M,3,FALSE
GCR1537,Operational,36,2007,11,NA,F,2,TRUE
GCR1538,Administrative,47,2013,3,resigned,F,1,FALSE
GCR1539,Operational,21,1990,15,resigned,M,1,FALSE
GCR1540,Operational,51,2017,1,NA,M,1,TRUE
GCR1541,Operational,23,1994,24,NA,F,1,TRUE
GCR1542,Administrative,42,1989,3,resigned,M,4,FALSE
GCR1543,Operational,23,2016,2,NA,M,2,TRUE
GCR1544,Administrative,30,2003,15,NA,F,2,TRUE
GCR1545,Operational,38,2014,3,resigned,M,3,FALSE
GCR1546,Administrative,36,2003,15,NA,M,2,TRUE
GCR1547,Administrative,38,2005,9,resigned,F,1,FALSE
GCR1548,Operational,56,1986,10,retired,M,2,FALSE
GCR1549,Operational,47,2012,0,resigned,F,1,FALSE
GCR1550,Operational,33,1990,1,resigned,M,3,FALSE
GCR1551,Operational,35,1990,7,resigned,M,3,FALSE
GCR1552,Administrative,36,1988,0,resigned,F,2,FALSE
GCR1553,Operational,29,1990,28,NA,M,3,TRUE
GCR1554,Administrative,25,2010,8,NA,F,2,TRUE
GCR1555,Administrative,23,1995,0,resigned,F,1,FALSE
GCR1556,Administrative,47,2007,4,resigned,M,4,FALSE
GCR1557,Administrative,35,1986,15,resigned,M,3,FALSE
GCR1558,Administrative,28,2012,6,NA,M,2,TRUE
GCR1559,Administrative,19,2009,1,resigned,M,1,FALSE
GCR1560,Operational,33,2000,0,resigned,M,3,FALSE
GCR1561,Administrative,20,2005,5,resigned,F,1,FALSE
GCR1562,Administrative,57,2010,2,terminated,M,5,FALSE
GCR1563,Operational,28,1980,1,resigned,M,2,FALSE
GCR1564,Operational,28,2007,0,resigned,M,2,FALSE
GCR1565,Operational,47,2002,0,resigned,M,4,FALSE
GCR1566,Operational,53,1981,31,retired,M,1,FALSE
GCR1567,Operational,49,2017,1,resigned,M,4,FALSE
GCR1568,Administrative,21,1992,26,NA,F,1,TRUE
GCR1569,Administrative,18,1980,6,resigned,M,1,FALSE
GCR1570,Operational,20,1989,3,resigned,M,2,FALSE
GCR1571,Operational,27,2002,4,resigned,M,1,FALSE
GCR1572,Administrative,37,1989,0,resigned,M,3,FALSE
GCR1573,Administrative,44,2004,14,resigned,F,2,FALSE
GCR1574,Administrative,27,1986,3,terminated,F,2,FALSE
GCR1575,Operational,50,1987,1,resigned,F,4,FALSE
GCR1576,Administrative,28,1993,1,terminated,F,2,FALSE
GCR1577,Administrative,44,1992,3,resigned,F,3,FALSE
GCR1578,Administrative,47,1986,10,resigned,M,4,FALSE
GCR1579,Operational,18,1982,2,terminated,M,2,FALSE
GCR1580,Operational,30,2006,8,resigned,M,1,FALSE
GCR1581,Operational,30,2013,5,NA,M,2,TRUE
GCR1582,Administrative,32,2008,7,resigned,F,2,FALSE
GCR1583,Operational,32,1993,25,NA,F,2,TRUE
GCR1584,Administrative,38,1997,3,resigned,M,4,FALSE
GCR1585,Operational,44,2007,2,resigned,M,2,FALSE
GCR1586,Administrative,22,1984,7,terminated,M,2,FALSE
GCR1587,Administrative,30,2008,2,resigned,F,2,FALSE
GCR1588,Operational,36,2011,4,resigned,M,2,FALSE
GCR1589,Operational,47,1992,2,resigned,M,2,FALSE
GCR1590,Operational,45,2013,5,NA,M,2,TRUE
GCR1591,Administrative,28,2005,0,terminated,F,2,FALSE
GCR1592,Operational,24,1984,7,resigned,F,3,FALSE
GCR1593,Operational,33,1996,0,resigned,M,2,FALSE
GCR1594,Operational,36,1989,2,resigned,M,3,FALSE
GCR1595,Administrative,45,2011,0,resigned,F,3,FALSE
GCR1596,Administrative,47,1995,0,terminated,F,1,FALSE
GCR1597,Administrative,39,2015,1,resigned,F,2,FALSE
GCR1598,Administrative,42,2006,8,resigned,F,1,FALSE
GCR1599,Operational,44,2018,0,NA,F,2,TRUE
GCR1600,Operational,26,1983,9,resigned,M,2,FALSE
GCR1601,Administrative,45,1991,0,resigned,M,1,FALSE
GCR1602,Operational,47,2003,15,NA,M,4,TRUE
GCR1603,Administrative,54,2003,3,resigned,M,3,FALSE
GCR1604,Operational,47,2011,7,NA,M,2,TRUE
GCR1605,Operational,27,1987,0,resigned,M,2,FALSE
GCR1606,Operational,28,1982,8,resigned,M,2,FALSE
GCR1607,Administrative,30,1988,10,resigned,F,2,FALSE
GCR1608,Operational,48,1981,1,resigned,M,3,FALSE
GCR1609,Administrative,53,1988,13,retired,F,2,FALSE
GCR1610,Administrative,27,2014,4,resigned,M,1,FALSE
GCR1611,Operational,39,1995,6,resigned,F,1,FALSE
GCR1612,Operational,30,1989,8,resigned,M,2,FALSE
GCR1613,Operational,20,1991,3,resigned,M,1,FALSE
GCR1614,Administrative,32,2016,2,NA,M,1,TRUE
GCR1615,Administrative,19,1981,13,resigned,M,1,FALSE
GCR1616,Operational,25,2010,8,NA,M,1,TRUE
GCR1617,Operational,55,2013,5,NA,M,3,TRUE
GCR1618,Operational,52,1988,0,resigned,M,1,FALSE
GCR1619,Administrative,45,2001,2,resigned,F,2,FALSE
GCR1620,Administrative,52,2013,1,resigned,F,5,FALSE
GCR1621,Operational,22,1999,15,resigned,M,2,FALSE
GCR1622,Operational,23,1993,11,resigned,F,2,FALSE
GCR1623,Administrative,44,1996,0,terminated,F,2,FALSE
GCR1624,Operational,30,2006,12,NA,M,2,TRUE
GCR1625,Administrative,46,1995,15,retired,F,2,FALSE
GCR1626,Operational,43,1982,36,NA,M,1,TRUE
GCR1627,Administrative,22,1996,1,terminated,F,1,FALSE
GCR1628,Operational,18,2007,11,NA,F,2,TRUE
GCR1629,Administrative,36,1992,1,resigned,F,2,FALSE
GCR1630,Administrative,32,2011,3,resigned,M,3,FALSE
GCR1631,Administrative,25,2011,7,NA,F,1,TRUE
GCR1632,Administrative,44,2003,2,terminated,M,2,FALSE
GCR1633,Administrative,42,1998,20,NA,M,1,TRUE
GCR1634,Operational,21,2007,3,resigned,M,1,FALSE
GCR1635,Operational,32,2016,0,resigned,M,3,FALSE
GCR1636,Operational,43,1986,1,resigned,M,2,FALSE
GCR1637,Operational,47,2000,18,retired,M,2,FALSE
GCR1638,Operational,52,1991,1,resigned,M,2,FALSE
GCR1639,Administrative,27,1998,7,resigned,F,2,FALSE
GCR1640,Operational,48,2009,3,resigned,M,4,FALSE
GCR1641,Administrative,18,1997,0,resigned,F,1,FALSE
GCR1642,Administrative,36,1986,12,resigned,M,2,FALSE
GCR1643,Operational,31,2003,5,resigned,M,1,FALSE
GCR1644,Operational,32,1991,2,terminated,M,2,FALSE
GCR1645,Operational,46,1997,0,resigned,M,3,FALSE
GCR1646,Administrative,23,1985,2,resigned,F,2,FALSE
GCR1647,Administrative,51,1983,0,resigned,M,4,FALSE
GCR1648,Operational,26,1988,8,resigned,M,1,FALSE
GCR1649,Administrative,44,1991,3,terminated,F,2,FALSE
GCR1650,Administrative,23,2005,13,NA,M,1,TRUE
GCR1651,Administrative,30,2015,3,NA,F,1,TRUE
GCR1652,Operational,33,2012,0,resigned,M,3,FALSE
GCR1653,Operational,24,1992,26,NA,M,2,TRUE
GCR1654,Administrative,42,1995,3,resigned,F,1,FALSE
GCR1655,Operational,35,2006,7,terminated,M,2,FALSE
GCR1656,Administrative,36,2003,10,resigned,F,2,FALSE
GCR1657,Administrative,30,2005,13,terminated,F,2,FALSE
GCR1658,Operational,51,2005,2,resigned,M,4,FALSE
GCR1659,Administrative,18,2000,6,resigned,M,1,FALSE
GCR1660,Operational,35,2010,0,resigned,M,1,FALSE
GCR1661,Operational,50,1990,1,terminated,F,4,FALSE
GCR1662,Operational,36,1984,10,resigned,F,1,FALSE
GCR1663,Operational,52,1994,2,resigned,M,3,FALSE
GCR1664,Operational,20,1987,0,resigned,M,2,FALSE
GCR1665,Operational,44,2008,10,NA,M,4,TRUE
GCR1666,Operational,35,1986,2,resigned,M,3,FALSE
GCR1667,Administrative,35,2009,1,terminated,M,2,FALSE
GCR1668,Administrative,29,1989,0,terminated,F,3,FALSE
GCR1669,Administrative,31,2006,2,resigned,F,2,FALSE
GCR1670,Administrative,53,1990,0,resigned,M,1,FALSE
GCR1671,Operational,18,1996,5,resigned,M,2,FALSE
GCR1672,Administrative,39,2016,0,terminated,F,2,FALSE
GCR1673,Administrative,50,1999,0,resigned,F,2,FALSE
GCR1674,Operational,37,1992,9,resigned,M,1,FALSE
GCR1675,Operational,42,1989,1,resigned,M,2,FALSE
GCR1676,Operational,24,2016,2,NA,M,1,TRUE
GCR1677,Operational,52,2007,2,resigned,M,1,FALSE
GCR1678,Operational,42,1985,6,resigned,M,2,FALSE
GCR1679,Administrative,47,1991,9,resigned,F,2,FALSE
GCR1680,Administrative,20,1990,2,resigned,F,2,FALSE
GCR1681,Administrative,26,1998,10,resigned,F,1,FALSE
GCR1682,Administrative,44,1991,1,resigned,F,1,FALSE
GCR1683,Administrative,28,2007,11,NA,F,2,TRUE
GCR1684,Administrative,22,1982,1,resigned,M,2,FALSE
GCR1685,Operational,33,2016,2,resigned,M,3,FALSE
GCR1686,Administrative,38,1981,3,resigned,F,2,FALSE
GCR1687,Administrative,47,2001,2,terminated,F,1,FALSE
GCR1688,Administrative,40,2011,5,resigned,F,2,FALSE
GCR1689,Administrative,32,2000,0,resigned,F,2,FALSE
GCR1690,Operational,36,2005,5,resigned,M,2,FALSE
GCR1691,Operational,45,2014,3,resigned,M,2,FALSE
GCR1692,Operational,25,2014,0,resigned,M,1,FALSE
GCR1693,Administrative,25,1999,0,resigned,M,2,FALSE
GCR1694,Administrative,37,1995,0,resigned,F,2,FALSE
GCR1695,Administrative,32,2003,15,NA,M,2,TRUE
GCR1696,Administrative,48,2009,0,resigned,F,1,FALSE
GCR1697,Administrative,56,1985,4,retired,M,5,FALSE
GCR1698,Operational,39,2014,4,NA,M,1,TRUE
GCR1699,Operational,40,1980,37,retired,M,2,FALSE
GCR1700,Operational,27,2018,0,NA,M,2,TRUE
GCR1701,Administrative,29,1992,7,resigned,M,2,FALSE
GCR1702,Administrative,27,2017,1,NA,F,1,TRUE
GCR1703,Operational,49,2001,17,NA,M,3,TRUE
GCR1704,Administrative,32,1984,3,resigned,M,2,FALSE
GCR1705,Administrative,56,1984,0,terminated,F,1,FALSE
GCR1706,Administrative,27,2012,6,NA,F,1,TRUE
GCR1707,Administrative,19,1998,0,resigned,M,1,FALSE
GCR1708,Administrative,29,2010,0,resigned,F,2,FALSE
GCR1709,Administrative,19,2000,8,resigned,M,1,FALSE
GCR1710,Administrative,31,2011,5,resigned,M,1,FALSE
GCR1711,Operational,40,2011,0,resigned,M,1,FALSE
GCR1712,Operational,34,2000,18,NA,F,2,TRUE
GCR1713,Operational,21,2006,2,resigned,F,1,FALSE
GCR1714,Operational,53,1994,12,retired,M,1,FALSE
GCR1715,Operational,55,1985,1,resigned,F,4,FALSE
GCR1716,Administrative,52,1984,0,resigned,F,1,FALSE
GCR1717,Operational,46,2012,6,NA,M,1,TRUE
GCR1718,Operational,46,1995,1,resigned,F,2,FALSE
GCR1719,Operational,34,2004,0,terminated,M,2,FALSE
GCR1720,Administrative,22,1995,12,resigned,M,2,FALSE
GCR1721,Administrative,49,1993,20,retired,F,1,FALSE
GCR1722,Operational,18,1985,1,resigned,F,1,FALSE
GCR1723,Administrative,30,1996,2,resigned,F,3,FALSE
GCR1724,Administrative,36,2001,3,terminated,M,3,FALSE
GCR1725,Administrative,38,1992,10,resigned,F,3,FALSE
GCR1726,Operational,41,1993,3,terminated,F,3,FALSE
GCR1727,Administrative,29,1984,34,NA,M,2,TRUE
GCR1728,Operational,35,1996,0,terminated,F,2,FALSE
GCR1729,Operational,45,2011,7,NA,M,1,TRUE
GCR1730,Operational,37,2000,11,resigned,M,3,FALSE
GCR1731,Administrative,47,1988,1,terminated,F,5,FALSE
GCR1732,Operational,38,1982,10,resigned,M,3,FALSE
GCR1733,Administrative,26,2013,0,resigned,F,2,FALSE
GCR1734,Operational,21,1980,14,resigned,M,1,FALSE
GCR1735,Administrative,48,1998,2,resigned,F,1,FALSE
GCR1736,Administrative,26,1990,17,resigned,M,1,FALSE
GCR1737,Administrative,35,1984,1,resigned,F,1,FALSE
GCR1738,Operational,24,1996,2,resigned,M,1,FALSE
GCR1739,Operational,28,1980,23,resigned,M,2,FALSE
GCR1740,Administrative,25,2010,4,resigned,M,2,FALSE
GCR1741,Administrative,46,1984,0,resigned,F,1,FALSE
GCR1742,Operational,27,2000,1,resigned,M,2,FALSE
GCR1743,Operational,30,1998,0,resigned,M,2,FALSE
GCR1744,Operational,44,1981,8,resigned,F,1,FALSE
GCR1745,Operational,48,1994,10,resigned,F,2,FALSE
GCR1746,Administrative,42,1991,0,resigned,M,1,FALSE
GCR1747,Operational,46,2009,9,NA,M,2,TRUE
GCR1748,Administrative,29,1990,16,resigned,F,2,FALSE
GCR1749,Operational,20,2015,3,NA,M,1,TRUE
GCR1750,Administrative,51,2007,0,terminated,F,1,FALSE
GCR1751,Operational,19,2012,6,NA,F,1,TRUE
GCR1752,Administrative,49,2012,3,resigned,M,1,FALSE
GCR1753,Administrative,33,2016,1,resigned,F,3,FALSE
GCR1754,Operational,43,1994,20,retired,F,1,FALSE
GCR1755,Administrative,36,2016,2,NA,M,4,TRUE
GCR1756,Operational,42,1994,6,resigned,M,1,FALSE
GCR1757,Operational,18,2014,4,NA,F,1,TRUE
GCR1758,Operational,29,2010,8,NA,M,1,TRUE
GCR1759,Administrative,44,2016,2,resigned,M,2,FALSE
GCR1760,Administrative,58,2009,6,retired,F,4,FALSE
GCR1761,Operational,30,1984,34,NA,M,2,TRUE
GCR1762,Operational,21,2009,9,NA,F,2,TRUE
GCR1763,Operational,33,2009,2,resigned,F,2,FALSE
GCR1764,Operational,54,2012,6,NA,F,2,TRUE
GCR1765,Operational,51,1991,5,terminated,M,3,FALSE
GCR1766,Administrative,47,2003,0,terminated,M,1,FALSE
GCR1767,Administrative,58,1987,19,retired,M,3,FALSE
GCR1768,Administrative,46,1986,22,retired,F,1,FALSE
GCR1769,Operational,52,1996,1,resigned,M,2,FALSE
GCR1770,Operational,42,1982,8,resigned,F,4,FALSE
GCR1771,Operational,22,1989,29,NA,M,2,TRUE
GCR1772,Operational,29,1982,7,resigned,M,2,FALSE
GCR1773,Operational,31,2013,5,NA,M,2,TRUE
GCR1774,Administrative,21,1997,3,resigned,F,1,FALSE
GCR1775,Operational,52,2011,7,resigned,M,4,FALSE
GCR1776,Administrative,54,1992,2,resigned,M,4,FALSE
GCR1777,Administrative,53,1995,1,resigned,M,2,FALSE
GCR1778,Administrative,51,1984,0,resigned,F,3,FALSE
GCR1779,Administrative,26,2005,8,resigned,M,2,FALSE
GCR1780,Administrative,31,2006,2,resigned,M,2,FALSE
GCR1781,Operational,32,2002,16,NA,M,4,TRUE
GCR1782,Operational,38,1983,3,resigned,M,2,FALSE
GCR1783,Administrative,30,1986,0,terminated,F,1,FALSE
GCR1784,Operational,23,2016,0,resigned,M,1,FALSE
GCR1785,Operational,28,1997,12,resigned,F,1,FALSE
GCR1786,Operational,43,2000,1,resigned,M,1,FALSE
GCR1787,Administrative,23,1990,0,resigned,F,2,FALSE
GCR1788,Administrative,18,1999,6,resigned,M,1,FALSE
GCR1789,Operational,19,2004,14,NA,M,1,TRUE
GCR1790,Operational,55,1996,5,retired,M,4,FALSE
GCR1791,Administrative,23,1987,0,resigned,F,1,FALSE
GCR1792,Administrative,53,1985,2,resigned,F,1,FALSE
GCR1793,Administrative,55,2011,1,resigned,M,2,FALSE
